nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,measure,mpce
HP,Himachal Pradesh,27,consum. services excl. conveyance,Urban,URP,182.37
JK,Jammu & Kashmir,27,consum. services excl. conveyance,Urban,URP,133.48
JH,Jharkhand,27,consum. services excl. conveyance,Urban,URP,95.63
GA,Goa,28,conveyance,Urban,URP,295.77
GJ,Gujarat,28,conveyance,Urban,URP,185.54
HR,Haryana,28,conveyance,Urban,URP,272.57
HP,Himachal Pradesh,28,conveyance,Urban,URP,225.49
JK,Jammu & Kashmir,28,conveyance,Urban,URP,184.55
JH,Jharkhand,28,conveyance,Urban,URP,97.88
GA,Goa,29,rent,Urban,URP,110.01
GJ,Gujarat,29,rent,Urban,URP,77.01
HR,Haryana,29,rent,Urban,URP,331.34
HP,Himachal Pradesh,29,rent,Urban,URP,241.01
JK,Jammu & Kashmir,29,rent,Urban,URP,34.32
JH,Jharkhand,29,rent,Urban,URP,128.15
GA,Goa,30,taxes & cesses,Urban,URP,41.55
GJ,Gujarat,30,taxes & cesses,Urban,URP,18.61
HR,Haryana,30,taxes & cesses,Urban,URP,18.24
HP,Himachal Pradesh,30,taxes & cesses,Urban,URP,20.5
JK,Jammu & Kashmir,30,taxes & cesses,Urban,URP,8.71
JH,Jharkhand,30,taxes & cesses,Urban,URP,4.39
GA,Goa,31,durable goods,Urban,URP,221.75
GJ,Gujarat,31,durable goods,Urban,URP,181.05
HR,Haryana,31,durable goods,Urban,URP,105.11
HP,Himachal Pradesh,31,durable goods,Urban,URP,312.01
JK,Jammu & Kashmir,31,durable goods,Urban,URP,113.59
JH,Jharkhand,31,durable goods,Urban,URP,75.94
GA,Goa,32,non-food: total (16-31),Urban,URP,1793.64
GJ,Gujarat,32,non-food: total (16-31),Urban,URP,1361.19
HR,Haryana,32,non-food: total (16-31),Urban,URP,2106.83
HP,Himachal Pradesh,32,non-food: total (16-31),Urban,URP,2000.8
JK,Jammu & Kashmir,32,non-food: total (16-31),Urban,URP,1292.57
JH,Jharkhand,32,non-food: total (16-31),Urban,URP,1171.49
GA,Goa,33,total expenditure (15+32),Urban,URP,2933.22
GJ,Gujarat,33,total expenditure (15+32),Urban,URP,2377.54
HR,Haryana,33,total expenditure (15+32),Urban,URP,3253.29
HP,Himachal Pradesh,33,total expenditure (15+32),Urban,URP,3134.9
JK,Jammu & Kashmir,33,total expenditure (15+32),Urban,URP,2290.58
JH,Jharkhand,33,total expenditure (15+32),Urban,URP,1957.83
GA,Goa,34,cooked meals recd. free in workpl.*,Urban,URP,10.44
GJ,Gujarat,34,cooked meals recd. free in workpl.*,Urban,URP,3.43
HR,Haryana,34,cooked meals recd. free in workpl.*,Urban,URP,7.63
HP,Himachal Pradesh,34,cooked meals recd. free in workpl.*,Urban,URP,7.61
JK,Jammu & Kashmir,34,cooked meals recd. free in workpl.*,Urban,URP,5.17
JH,Jharkhand,34,cooked meals recd. free in workpl.*,Urban,URP,3.28
GA,Goa,35,cooked meals recd. as assistance *,Urban,URP,2.2
GJ,Gujarat,35,cooked meals recd. as assistance *,Urban,URP,4.38
HR,Haryana,35,cooked meals recd. as assistance *,Urban,URP,3.5
HP,Himachal Pradesh,35,cooked meals recd. as assistance *,Urban,URP,7.16
JK,Jammu & Kashmir,35,cooked meals recd. as assistance *,Urban,URP,6.3
JH,Jharkhand,35,cooked meals recd. as assistance *,Urban,URP,8.4
GA,Goa,36,clothing & footwear (2nd hand) **,Urban,URP,0.82
GJ,Gujarat,36,clothing & footwear (2nd hand) **,Urban,URP,0.72
HR,Haryana,36,clothing & footwear (2nd hand) **,Urban,URP,0.18
HP,Himachal Pradesh,36,clothing & footwear (2nd hand) **,Urban,URP,0
JK,Jammu & Kashmir,36,clothing & footwear (2nd hand) **,Urban,URP,1.68
JH,Jharkhand,36,clothing & footwear (2nd hand) **,Urban,URP,0
GA,Goa,37,"books, journals, etc. (2nd hand) @",Urban,URP,0
GJ,Gujarat,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.47
HR,Haryana,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.5
HP,Himachal Pradesh,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.16
JK,Jammu & Kashmir,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.7
JH,Jharkhand,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.79
GA,Goa,38,durables (2nd hand) $,Urban,URP,0
GJ,Gujarat,38,durables (2nd hand) $,Urban,URP,5.01
HR,Haryana,38,durables (2nd hand) $,Urban,URP,1.63
HP,Himachal Pradesh,38,durables (2nd hand) $,Urban,URP,3.84
JK,Jammu & Kashmir,38,durables (2nd hand) $,Urban,URP,2.45
JH,Jharkhand,38,durables (2nd hand) $,Urban,URP,2
KA,Karnataka,1,cereal,Urban,URP,187.12
KL,Kerala,1,cereal,Urban,URP,155.67
MP,Madhya Pradesh,1,cereal,Urban,URP,139.24
MH,Maharashtra,1,cereal,Urban,URP,185.17
MN,Manipur,1,cereal,Urban,URP,280.37
ML,Meghalaya,1,cereal,Urban,URP,209.94
KA,Karnataka,2,gram,Urban,URP,3.63
KL,Kerala,2,gram,Urban,URP,8.09
MP,Madhya Pradesh,2,gram,Urban,URP,0.71
MH,Maharashtra,2,gram,Urban,URP,1.67
MN,Manipur,2,gram,Urban,URP,1.07
ML,Meghalaya,2,gram,Urban,URP,0.26
KA,Karnataka,3,cereal substitutes,Urban,URP,0.05
KL,Kerala,3,cereal substitutes,Urban,URP,4.59
MP,Madhya Pradesh,3,cereal substitutes,Urban,URP,2.4
MH,Maharashtra,3,cereal substitutes,Urban,URP,5.7
MN,Manipur,3,cereal substitutes,Urban,URP,0.45
ML,Meghalaya,3,cereal substitutes,Urban,URP,0.67
KA,Karnataka,4,pulses and pulse products,Urban,URP,60.33
KL,Kerala,4,pulses and pulse products,Urban,URP,39.47
MP,Madhya Pradesh,4,pulses and pulse products,Urban,URP,51.05
MH,Maharashtra,4,pulses and pulse products,Urban,URP,63.71
MN,Manipur,4,pulses and pulse products,Urban,URP,21.09
ML,Meghalaya,4,pulses and pulse products,Urban,URP,30.22
KA,Karnataka,5,milk and milk products,Urban,URP,136.29
KL,Kerala,5,milk and milk products,Urban,URP,119.88
MP,Madhya Pradesh,5,milk and milk products,Urban,URP,170.19
MH,Maharashtra,5,milk and milk products,Urban,URP,177.28
MN,Manipur,5,milk and milk products,Urban,URP,37.19
ML,Meghalaya,5,milk and milk products,Urban,URP,81.85
KA,Karnataka,6,sugar,Urban,URP,24.2
KL,Kerala,6,sugar,Urban,URP,26.19
MP,Madhya Pradesh,6,sugar,Urban,URP,30.36
MH,Maharashtra,6,sugar,Urban,URP,31.87
MN,Manipur,6,sugar,Urban,URP,8.54
ML,Meghalaya,6,sugar,Urban,URP,18.06
KA,Karnataka,7,salt,Urban,URP,2.69
KL,Kerala,7,salt,Urban,URP,2.33
MP,Madhya Pradesh,7,salt,Urban,URP,2.52
MH,Maharashtra,7,salt,Urban,URP,2.75
MN,Manipur,7,salt,Urban,URP,3.29
ML,Meghalaya,7,salt,Urban,URP,2.72
KA,Karnataka,8,edible oil,Urban,URP,57.4
KL,Kerala,8,edible oil,Urban,URP,48.08
MP,Madhya Pradesh,8,edible oil,Urban,URP,56.92
MH,Maharashtra,8,edible oil,Urban,URP,79.08
MN,Manipur,8,edible oil,Urban,URP,32.98
ML,Meghalaya,8,edible oil,Urban,URP,40.19
KA,Karnataka,9,"egg, fish & meat",Urban,URP,69.8
KL,Kerala,9,"egg, fish & meat",Urban,URP,192.02
MP,Madhya Pradesh,9,"egg, fish & meat",Urban,URP,20.64
MH,Maharashtra,9,"egg, fish & meat",Urban,URP,65.36
MN,Manipur,9,"egg, fish & meat",Urban,URP,107.78
ML,Meghalaya,9,"egg, fish & meat",Urban,URP,170.14
KA,Karnataka,10,vegetables,Urban,URP,63.82
KL,Kerala,10,vegetables,Urban,URP,66.12
MP,Madhya Pradesh,10,vegetables,Urban,URP,54.95
MH,Maharashtra,10,vegetables,Urban,URP,90.63
MN,Manipur,10,vegetables,Urban,URP,63.32
ML,Meghalaya,10,vegetables,Urban,URP,100.91
KA,Karnataka,11,fruits (fresh),Urban,URP,55.8
KL,Kerala,11,fruits (fresh),Urban,URP,99.17
MP,Madhya Pradesh,11,fruits (fresh),Urban,URP,24.97
MH,Maharashtra,11,fruits (fresh),Urban,URP,52.1
MN,Manipur,11,fruits (fresh),Urban,URP,13.09
ML,Meghalaya,11,fruits (fresh),Urban,URP,41.32
KA,Karnataka,12,fruits (dry),Urban,URP,16.69
KL,Kerala,12,fruits (dry),Urban,URP,8.32
MP,Madhya Pradesh,12,fruits (dry),Urban,URP,10.31
MH,Maharashtra,12,fruits (dry),Urban,URP,31.13
MN,Manipur,12,fruits (dry),Urban,URP,2.05
ML,Meghalaya,12,fruits (dry),Urban,URP,2.3
KA,Karnataka,13,spices,Urban,URP,38.55
KL,Kerala,13,spices,Urban,URP,48.86
MP,Madhya Pradesh,13,spices,Urban,URP,29.65
MH,Maharashtra,13,spices,Urban,URP,36.73
MN,Manipur,13,spices,Urban,URP,19.69
ML,Meghalaya,13,spices,Urban,URP,20.86
KA,Karnataka,14,"beverages, refreshments, etc.",Urban,URP,209.9
KL,Kerala,14,"beverages, refreshments, etc.",Urban,URP,214.64
MP,Madhya Pradesh,14,"beverages, refreshments, etc.",Urban,URP,99.16
MH,Maharashtra,14,"beverages, refreshments, etc.",Urban,URP,234.63
MN,Manipur,14,"beverages, refreshments, etc.",Urban,URP,66.77
ML,Meghalaya,14,"beverages, refreshments, etc.",Urban,URP,149.72
KA,Karnataka,15,food: total (1-14),Urban,URP,926.29
KL,Kerala,15,food: total (1-14),Urban,URP,1033.43
MP,Madhya Pradesh,15,food: total (1-14),Urban,URP,693.06
MH,Maharashtra,15,food: total (1-14),Urban,URP,1057.82
MN,Manipur,15,food: total (1-14),Urban,URP,657.68
ML,Meghalaya,15,food: total (1-14),Urban,URP,869.15
KA,Karnataka,16,"pan, tobacco & intoxicants",Urban,URP,44.3
KL,Kerala,16,"pan, tobacco & intoxicants",Urban,URP,43.58
MP,Madhya Pradesh,16,"pan, tobacco & intoxicants",Urban,URP,27.82
MH,Maharashtra,16,"pan, tobacco & intoxicants",Urban,URP,24.88
MN,Manipur,16,"pan, tobacco & intoxicants",Urban,URP,28.15
ML,Meghalaya,16,"pan, tobacco & intoxicants",Urban,URP,105.35
KA,Karnataka,17,fuel and light,Urban,URP,167.79
KL,Kerala,17,fuel and light,Urban,URP,163.34
MP,Madhya Pradesh,17,fuel and light,Urban,URP,177.77
MH,Maharashtra,17,fuel and light,Urban,URP,211.55
MN,Manipur,17,fuel and light,Urban,URP,157.37
ML,Meghalaya,17,fuel and light,Urban,URP,147.38
KA,Karnataka,18,clothing & bedding,Urban,URP,135.49
KL,Kerala,18,clothing & bedding,Urban,URP,163.38
MP,Madhya Pradesh,18,clothing & bedding,Urban,URP,122.2
MH,Maharashtra,18,clothing & bedding,Urban,URP,107.33
MN,Manipur,18,clothing & bedding,Urban,URP,97.61
ML,Meghalaya,18,clothing & bedding,Urban,URP,113.27
KA,Karnataka,19,footwear,Urban,URP,30.87
KL,Kerala,19,footwear,Urban,URP,25.67
MP,Madhya Pradesh,19,footwear,Urban,URP,30.05
MH,Maharashtra,19,footwear,Urban,URP,31.35
MN,Manipur,19,footwear,Urban,URP,30.81
ML,Meghalaya,19,footwear,Urban,URP,48.95
KA,Karnataka,20,education,Urban,URP,113.23
KL,Kerala,20,education,Urban,URP,180.41
MP,Madhya Pradesh,20,education,Urban,URP,146.27
MH,Maharashtra,20,education,Urban,URP,114.74
MN,Manipur,20,education,Urban,URP,97.41
ML,Meghalaya,20,education,Urban,URP,156.21
KA,Karnataka,21,medical (institutional),Urban,URP,116.46
KL,Kerala,21,medical (institutional),Urban,URP,63.14
MP,Madhya Pradesh,21,medical (institutional),Urban,URP,29.14
MH,Maharashtra,21,medical (institutional),Urban,URP,30
MN,Manipur,21,medical (institutional),Urban,URP,1.33
ML,Meghalaya,21,medical (institutional),Urban,URP,0.08
KA,Karnataka,22,medical (non-institutional),Urban,URP,92.54
KL,Kerala,22,medical (non-institutional),Urban,URP,162.4
MP,Madhya Pradesh,22,medical (non-institutional),Urban,URP,73.55
MH,Maharashtra,22,medical (non-institutional),Urban,URP,113.61
MN,Manipur,22,medical (non-institutional),Urban,URP,25.63
ML,Meghalaya,22,medical (non-institutional),Urban,URP,42.2
KA,Karnataka,23,entertainment,Urban,URP,59.99
KL,Kerala,23,entertainment,Urban,URP,43.77
MP,Madhya Pradesh,23,entertainment,Urban,URP,35.87
MH,Maharashtra,23,entertainment,Urban,URP,54.45
MN,Manipur,23,entertainment,Urban,URP,19.44
ML,Meghalaya,23,entertainment,Urban,URP,57.02
KA,Karnataka,24,minor durable-type goods,Urban,URP,14.46
KL,Kerala,24,minor durable-type goods,Urban,URP,9.58
MP,Madhya Pradesh,24,minor durable-type goods,Urban,URP,5.66
MH,Maharashtra,24,minor durable-type goods,Urban,URP,9.66
MN,Manipur,24,minor durable-type goods,Urban,URP,8.46
ML,Meghalaya,24,minor durable-type goods,Urban,URP,10.81
KA,Karnataka,25,toilet articles,Urban,URP,67.87
KL,Kerala,25,toilet articles,Urban,URP,53.3
MP,Madhya Pradesh,25,toilet articles,Urban,URP,47.2
MH,Maharashtra,25,toilet articles,Urban,URP,72.2
MN,Manipur,25,toilet articles,Urban,URP,27.2
ML,Meghalaya,25,toilet articles,Urban,URP,51.99
KA,Karnataka,26,other household consumables,Urban,URP,59.9
KL,Kerala,26,other household consumables,Urban,URP,49.81
MP,Madhya Pradesh,26,other household consumables,Urban,URP,40.15
MH,Maharashtra,26,other household consumables,Urban,URP,57.37
MN,Manipur,26,other household consumables,Urban,URP,19.75
ML,Meghalaya,26,other household consumables,Urban,URP,33.24
KA,Karnataka,27,consum. services excl. conveyance,Urban,URP,205.58
KL,Kerala,27,consum. services excl. conveyance,Urban,URP,199.19
MP,Madhya Pradesh,27,consum. services excl. conveyance,Urban,URP,99.7
MH,Maharashtra,27,consum. services excl. conveyance,Urban,URP,219.23
MN,Manipur,27,consum. services excl. conveyance,Urban,URP,58.98
ML,Meghalaya,27,consum. services excl. conveyance,Urban,URP,159.88
KA,Karnataka,28,conveyance,Urban,URP,225.89
KL,Kerala,28,conveyance,Urban,URP,251.1
MP,Madhya Pradesh,28,conveyance,Urban,URP,122.35
MH,Maharashtra,28,conveyance,Urban,URP,222.88
MN,Manipur,28,conveyance,Urban,URP,132.13
ML,Meghalaya,28,conveyance,Urban,URP,176.59
KA,Karnataka,29,rent,Urban,URP,348.17
KL,Kerala,29,rent,Urban,URP,127.14
MP,Madhya Pradesh,29,rent,Urban,URP,80.42
MH,Maharashtra,29,rent,Urban,URP,204.2
MN,Manipur,29,rent,Urban,URP,10.23
ML,Meghalaya,29,rent,Urban,URP,155.24
KA,Karnataka,30,taxes & cesses,Urban,URP,37.19
KL,Kerala,30,taxes & cesses,Urban,URP,17.66
MP,Madhya Pradesh,30,taxes & cesses,Urban,URP,14.08
MH,Maharashtra,30,taxes & cesses,Urban,URP,49.51
MN,Manipur,30,taxes & cesses,Urban,URP,7.16
ML,Meghalaya,30,taxes & cesses,Urban,URP,2.4
KA,Karnataka,31,durable goods,Urban,URP,296.09
KL,Kerala,31,durable goods,Urban,URP,478.79
MP,Madhya Pradesh,31,durable goods,Urban,URP,222.07
MH,Maharashtra,31,durable goods,Urban,URP,130.03
MN,Manipur,31,durable goods,Urban,URP,14.2
ML,Meghalaya,31,durable goods,Urban,URP,28.66
KA,Karnataka,32,non-food: total (16-31),Urban,URP,2015.83
KL,Kerala,32,non-food: total (16-31),Urban,URP,2032.24
MP,Madhya Pradesh,32,non-food: total (16-31),Urban,URP,1274.29
MH,Maharashtra,32,non-food: total (16-31),Urban,URP,1653
MN,Manipur,32,non-food: total (16-31),Urban,URP,735.86
ML,Meghalaya,32,non-food: total (16-31),Urban,URP,1289.25
KA,Karnataka,33,total expenditure (15+32),Urban,URP,2942.11
KL,Kerala,33,total expenditure (15+32),Urban,URP,3065.67
MP,Madhya Pradesh,33,total expenditure (15+32),Urban,URP,1967.35
MH,Maharashtra,33,total expenditure (15+32),Urban,URP,2710.82
MN,Manipur,33,total expenditure (15+32),Urban,URP,1393.53
ML,Meghalaya,33,total expenditure (15+32),Urban,URP,2158.4
KA,Karnataka,34,cooked meals recd. free in workpl.*,Urban,URP,15.37
KL,Kerala,34,cooked meals recd. free in workpl.*,Urban,URP,15.85
MP,Madhya Pradesh,34,cooked meals recd. free in workpl.*,Urban,URP,2.21
MH,Maharashtra,34,cooked meals recd. free in workpl.*,Urban,URP,7.11
MN,Manipur,34,cooked meals recd. free in workpl.*,Urban,URP,0.3
ML,Meghalaya,34,cooked meals recd. free in workpl.*,Urban,URP,1.58
KA,Karnataka,35,cooked meals recd. as assistance *,Urban,URP,12.63
KL,Kerala,35,cooked meals recd. as assistance *,Urban,URP,6.08
MP,Madhya Pradesh,35,cooked meals recd. as assistance *,Urban,URP,6.32
MH,Maharashtra,35,cooked meals recd. as assistance *,Urban,URP,9.48
MN,Manipur,35,cooked meals recd. as assistance *,Urban,URP,2.19
ML,Meghalaya,35,cooked meals recd. as assistance *,Urban,URP,2.16
KA,Karnataka,36,clothing & footwear (2nd hand) **,Urban,URP,0
KL,Kerala,36,clothing & footwear (2nd hand) **,Urban,URP,0.01
MP,Madhya Pradesh,36,clothing & footwear (2nd hand) **,Urban,URP,0.23
MH,Maharashtra,36,clothing & footwear (2nd hand) **,Urban,URP,0.06
MN,Manipur,36,clothing & footwear (2nd hand) **,Urban,URP,2.85
ML,Meghalaya,36,clothing & footwear (2nd hand) **,Urban,URP,0.83
KA,Karnataka,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.24
KL,Kerala,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.18
MP,Madhya Pradesh,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.47
MH,Maharashtra,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.47
MN,Manipur,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.14
ML,Meghalaya,37,"books, journals, etc. (2nd hand) @",Urban,URP,0.62
KA,Karnataka,38,durables (2nd hand) $,Urban,URP,0.97
KL,Kerala,38,durables (2nd hand) $,Urban,URP,4.77
MP,Madhya Pradesh,38,durables (2nd hand) $,Urban,URP,19.4
MH,Maharashtra,38,durables (2nd hand) $,Urban,URP,5.99
MN,Manipur,38,durables (2nd hand) $,Urban,URP,0.04
ML,Meghalaya,38,durables (2nd hand) $,Urban,URP,0.27
MZ,Mizoram,1,cereal,Urban,URP,227.4
NL,Nagaland,1,cereal,Urban,URP,317.11
OR,Odisha,1,cereal,Urban,URP,203.41
PB,Punjab,1,cereal,Urban,URP,139.21
RJ,Rajasthan,1,cereal,Urban,URP,145.56
SK,Sikkim,1,cereal,Urban,URP,210.52
MZ,Mizoram,2,gram,Urban,URP,1.17
NL,Nagaland,2,gram,Urban,URP,0.54
OR,Odisha,2,gram,Urban,URP,0.6
PB,Punjab,2,gram,Urban,URP,7.74
RJ,Rajasthan,2,gram,Urban,URP,0.68
SK,Sikkim,2,gram,Urban,URP,2.06
MZ,Mizoram,3,cereal substitutes,Urban,URP,0.42
NL,Nagaland,3,cereal substitutes,Urban,URP,0.02
OR,Odisha,3,cereal substitutes,Urban,URP,0
PB,Punjab,3,cereal substitutes,Urban,URP,0.05
RJ,Rajasthan,3,cereal substitutes,Urban,URP,0.25
SK,Sikkim,3,cereal substitutes,Urban,URP,0
MZ,Mizoram,4,pulses and pulse products,Urban,URP,41.59
NL,Nagaland,4,pulses and pulse products,Urban,URP,28.34
OR,Odisha,4,pulses and pulse products,Urban,URP,43.57
PB,Punjab,4,pulses and pulse products,Urban,URP,48.06
RJ,Rajasthan,4,pulses and pulse products,Urban,URP,32.51
SK,Sikkim,4,pulses and pulse products,Urban,URP,30.93
MZ,Mizoram,5,milk and milk products,Urban,URP,102.06
NL,Nagaland,5,milk and milk products,Urban,URP,111.69
OR,Odisha,5,milk and milk products,Urban,URP,62.07
PB,Punjab,5,milk and milk products,Urban,URP,357.46
RJ,Rajasthan,5,milk and milk products,Urban,URP,302.87
SK,Sikkim,5,milk and milk products,Urban,URP,151.15
MZ,Mizoram,6,sugar,Urban,URP,21.16
NL,Nagaland,6,sugar,Urban,URP,12.74
OR,Odisha,6,sugar,Urban,URP,17.23
PB,Punjab,6,sugar,Urban,URP,50.07
RJ,Rajasthan,6,sugar,Urban,URP,35.28
SK,Sikkim,6,sugar,Urban,URP,17.25
MZ,Mizoram,7,salt,Urban,URP,3.61
NL,Nagaland,7,salt,Urban,URP,2.65
OR,Odisha,7,salt,Urban,URP,3.14
PB,Punjab,7,salt,Urban,URP,2.88
RJ,Rajasthan,7,salt,Urban,URP,2.83
SK,Sikkim,7,salt,Urban,URP,2.14
MZ,Mizoram,8,edible oil,Urban,URP,60.17
NL,Nagaland,8,edible oil,Urban,URP,19.95
OR,Odisha,8,edible oil,Urban,URP,41.56
PB,Punjab,8,edible oil,Urban,URP,64.04
RJ,Rajasthan,8,edible oil,Urban,URP,56.98
SK,Sikkim,8,edible oil,Urban,URP,57.82
MZ,Mizoram,9,"egg, fish & meat",Urban,URP,211.19
NL,Nagaland,9,"egg, fish & meat",Urban,URP,167.66
OR,Odisha,9,"egg, fish & meat",Urban,URP,63.24
PB,Punjab,9,"egg, fish & meat",Urban,URP,15.42
RJ,Rajasthan,9,"egg, fish & meat",Urban,URP,21.57
SK,Sikkim,9,"egg, fish & meat",Urban,URP,96.52
MZ,Mizoram,10,vegetables,Urban,URP,164.49
NL,Nagaland,10,vegetables,Urban,URP,126.67
OR,Odisha,10,vegetables,Urban,URP,88.96
PB,Punjab,10,vegetables,Urban,URP,84.45
RJ,Rajasthan,10,vegetables,Urban,URP,68.6
SK,Sikkim,10,vegetables,Urban,URP,132.88
MZ,Mizoram,11,fruits (fresh),Urban,URP,19.97
NL,Nagaland,11,fruits (fresh),Urban,URP,36.88
OR,Odisha,11,fruits (fresh),Urban,URP,25.6
PB,Punjab,11,fruits (fresh),Urban,URP,37.08
RJ,Rajasthan,11,fruits (fresh),Urban,URP,34.49
SK,Sikkim,11,fruits (fresh),Urban,URP,28.44
MZ,Mizoram,12,fruits (dry),Urban,URP,0.77
NL,Nagaland,12,fruits (dry),Urban,URP,2.2
OR,Odisha,12,fruits (dry),Urban,URP,2.81
PB,Punjab,12,fruits (dry),Urban,URP,8.52
RJ,Rajasthan,12,fruits (dry),Urban,URP,15.65
SK,Sikkim,12,fruits (dry),Urban,URP,4.2
MZ,Mizoram,13,spices,Urban,URP,22.65
NL,Nagaland,13,spices,Urban,URP,20.68
OR,Odisha,13,spices,Urban,URP,27.62
PB,Punjab,13,spices,Urban,URP,35.27
RJ,Rajasthan,13,spices,Urban,URP,35.62
SK,Sikkim,13,spices,Urban,URP,30.26
MZ,Mizoram,14,"beverages, refreshments, etc.",Urban,URP,110.07
NL,Nagaland,14,"beverages, refreshments, etc.",Urban,URP,92.02
OR,Odisha,14,"beverages, refreshments, etc.",Urban,URP,138.82
PB,Punjab,14,"beverages, refreshments, etc.",Urban,URP,141.7
RJ,Rajasthan,14,"beverages, refreshments, etc.",Urban,URP,125.57
SK,Sikkim,14,"beverages, refreshments, etc.",Urban,URP,291.65
MZ,Mizoram,15,food: total (1-14),Urban,URP,986.73
NL,Nagaland,15,food: total (1-14),Urban,URP,939.16
OR,Odisha,15,food: total (1-14),Urban,URP,718.65
PB,Punjab,15,food: total (1-14),Urban,URP,991.97
RJ,Rajasthan,15,food: total (1-14),Urban,URP,878.47
SK,Sikkim,15,food: total (1-14),Urban,URP,1055.82
MZ,Mizoram,16,"pan, tobacco & intoxicants",Urban,URP,145.83
NL,Nagaland,16,"pan, tobacco & intoxicants",Urban,URP,48.33
OR,Odisha,16,"pan, tobacco & intoxicants",Urban,URP,25.76
PB,Punjab,16,"pan, tobacco & intoxicants",Urban,URP,30.3
RJ,Rajasthan,16,"pan, tobacco & intoxicants",Urban,URP,39.36
SK,Sikkim,16,"pan, tobacco & intoxicants",Urban,URP,69.96
MZ,Mizoram,17,fuel and light,Urban,URP,169.26
NL,Nagaland,17,fuel and light,Urban,URP,161.63
OR,Odisha,17,fuel and light,Urban,URP,145.27
PB,Punjab,17,fuel and light,Urban,URP,277.97
RJ,Rajasthan,17,fuel and light,Urban,URP,191.64
SK,Sikkim,17,fuel and light,Urban,URP,130.99
MZ,Mizoram,18,clothing & bedding,Urban,URP,133.86
NL,Nagaland,18,clothing & bedding,Urban,URP,266.54
OR,Odisha,18,clothing & bedding,Urban,URP,96.89
PB,Punjab,18,clothing & bedding,Urban,URP,135.05
RJ,Rajasthan,18,clothing & bedding,Urban,URP,132.11
SK,Sikkim,18,clothing & bedding,Urban,URP,137.93
MZ,Mizoram,19,footwear,Urban,URP,61.4
NL,Nagaland,19,footwear,Urban,URP,100.35
OR,Odisha,19,footwear,Urban,URP,15.31
PB,Punjab,19,footwear,Urban,URP,32.39
RJ,Rajasthan,19,footwear,Urban,URP,37.2
SK,Sikkim,19,footwear,Urban,URP,45.6
MZ,Mizoram,20,education,Urban,URP,96.7
NL,Nagaland,20,education,Urban,URP,188.69
OR,Odisha,20,education,Urban,URP,76.95
PB,Punjab,20,education,Urban,URP,220.48
RJ,Rajasthan,20,education,Urban,URP,188.48
SK,Sikkim,20,education,Urban,URP,149.57
MZ,Mizoram,21,medical (institutional),Urban,URP,6.74
NL,Nagaland,21,medical (institutional),Urban,URP,2.21
OR,Odisha,21,medical (institutional),Urban,URP,11.05
PB,Punjab,21,medical (institutional),Urban,URP,43.47
RJ,Rajasthan,21,medical (institutional),Urban,URP,14.48
SK,Sikkim,21,medical (institutional),Urban,URP,0
MZ,Mizoram,22,medical (non-institutional),Urban,URP,34.47
NL,Nagaland,22,medical (non-institutional),Urban,URP,20.79
OR,Odisha,22,medical (non-institutional),Urban,URP,100.04
PB,Punjab,22,medical (non-institutional),Urban,URP,128.45
RJ,Rajasthan,22,medical (non-institutional),Urban,URP,72.76
SK,Sikkim,22,medical (non-institutional),Urban,URP,24.25
MZ,Mizoram,23,entertainment,Urban,URP,46.9
NL,Nagaland,23,entertainment,Urban,URP,63.93
OR,Odisha,23,entertainment,Urban,URP,30.73
PB,Punjab,23,entertainment,Urban,URP,40.99
RJ,Rajasthan,23,entertainment,Urban,URP,31.86
SK,Sikkim,23,entertainment,Urban,URP,77.05
MZ,Mizoram,24,minor durable-type goods,Urban,URP,20.4
NL,Nagaland,24,minor durable-type goods,Urban,URP,21.73
